yyyymm,mahalanobis,mahalanobis_sq,gaussian_logpdf
200901,4.377360671206265,19.161286445823368,27.64437683255209
200902,4.8046236365732495,23.084408289118358,25.682815910904594
200903,8.63803448672109,74.61563979378288,-0.08279984142766494
200904,4.160200184675823,17.307265576576746,28.5713872671754
200905,2.274447654497228,5.173112133047941,34.638463988939804
200906,4.841436508908106,23.439507469788303,25.50526632056962
200907,3.641062296096707,13.257334644057025,30.59635273343526
200908,2.9763437077910737,8.858621866907518,32.79570912201002
200909,1.5667270290822,2.4546335836567366,35.9977032636354
200910,12.728243022222202,162.00817043274816,-43.77906516091031
200911,7.862930820785856,61.82568109246413,6.312179509231708
200912,6.40807179615924,41.06338414473151,16.69332798309802
201001,2.4282952974917293,5.896618051820447,34.27671102955355
201002,1.7124460916148991,2.932471616687143,35.758784247120204
201003,6.880814715024167,47.34561114249311,13.552214484217217
201004,1.0257426972608397,1.0521480809839427,36.6989460149718
201005,2.6137213872035536,6.831539489925269,33.80925031050114
201006,3.1426601184441476,9.876312620059384,32.28686374543408
201007,1.7988190457456097,3.235749959337146,35.6071450757952
201008,3.0383089640437637,9.231321360988689,32.60935937496943
201009,2.7201120950610327,7.39900980969732,33.525515150615114
201010,2.0374426902672647,4.15117271612351,35.14943369740202
201011,2.569255351835125,6.601073062933433,33.924483523997054
201012,2.194012527122331,4.813690969169718,34.81817457087892
201101,1.738467452640449,3.022269083890172,35.71388551351869
201102,1.5190948864336462,2.3076492739888526,36.071195418469344
201103,2.665787383293499,7.106422372926802,33.67180886900037
201104,1.4138959860849165,1.9991018594670387,36.22546912573026
201105,1.3506218801036107,1.8241794630146124,36.312930323956465
201106,2.391791177619904,5.720665037340408,34.36468753679357
201107,1.2921564675807296,1.6696683367107092,36.390185887108416
201108,4.054276587302286,16.43715864634747,29.006440732290038
201109,2.9981370196726735,8.988825588731741,32.7306072610979
201110,3.62632800862448,13.150254826134386,30.64989264239658
201111,3.372514492774908,11.373854003976794,31.538093053475375
201112,1.4887139591038314,2.216269252030604,36.11688542944847
201201,2.6670502122075415,7.113156834436291,33.668441638245625
201202,1.194806647042216,1.4275629238162626,36.51123859355564
201203,2.275690875847684,5.178768962416401,34.63563557425557
201204,1.6442260372423043,2.7034792615455316,35.873280424691
201205,3.2878022574450165,10.809643684060546,31.8201982134335
201206,1.9211383091431256,3.6907724028573075,35.37963385403512
201207,1.7653651304287208,3.1165140437336145,35.666763033596965
201208,2.0382259651050973,4.154365084828606,35.14783751304947
201209,1.1302876308673155,1.277550128491649,36.586244991217946
201210,2.9619297429270777,8.773027802036065,32.83850615444574
201211,2.793233163567555,7.80215150605361,33.32394430243697
201212,1.2778324436030217,1.6328557539244697,36.408592178501536
201301,2.410921653429662,5.812543218976016,34.318748445975764
201302,2.246214972237901,5.045481701505714,34.70227920471092
201303,2.560325451459918,6.555266417393433,33.94738684676706
201304,1.649003808907292,2.719213561790757,35.8654132745684
201305,2.030516462508483,4.122997104517963,35.16352150320479
201306,1.8649379210973753,3.477993449547,35.48602333069027
201307,2.7483860883248843,7.553626090497758,33.448207010214894
201308,1.6951049295836627,2.8733807222988337,35.788329694314356
201309,0.7645147723987754,0.5844828372159514,36.932778636855794
201310,1.9327278578819806,3.735436972633069,35.35730156914724
201311,1.3598873378297867,1.8492935715897842,36.30037326966888
201312,1.1352924832080755,1.2888890224287586,36.58057554424939
201401,2.4090415908550438,5.803481386469401,34.32327936222907
201402,1.680512240033878,2.824121388903682,35.812959361011934
201403,3.2817527020930473,10.769900797695017,31.840069656616265
201404,1.2636745550655346,1.596873381120077,36.426583364903735
201405,1.7275301333563056,2.984360361654055,35.732839874636745
201406,1.5754937728910816,2.482180628418575,35.983929741254485
201407,2.104588960044959,4.429294690743124,35.01037271009221
201408,1.491596916620489,2.22486136167175,36.112589374627895
201409,1.3727648052979977,1.8844832106648497,36.282778450131346
