category,run_name,scenario,topk,loss,lambda,kappa,omega,mu_transform,best_val_metric,test_sharpe
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=48__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,48,return,5.0,1.0,diagSigma,zscore,0.5658414522185922,0.9943586690026005
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=48__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,48,sharpe,20.0,1.0,identity,zscore,2.9026602552474583,1.1564639454823984
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=48__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,48,utility,10.0,1.0,diagSigma,zscore,0.40144429448992014,0.9140239934603381
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=56__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,56,return,5.0,1.0,diagSigma,zscore,0.5331554245203733,0.9304559751931402
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=56__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,56,sharpe,20.0,1.0,identity,zscore,2.4594108686700284,1.084083040236216
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=56__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,56,utility,10.0,1.0,diagSigma,zscore,0.15239901759196073,1.232257615138219
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=68__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,68,return,5.0,1.0,diagSigma,zscore,0.3475775618571788,1.268413203589542
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=68__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,68,sharpe,20.0,1.0,identity,zscore,3.6188514628935327,1.1935899381650437
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=68__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,68,utility,10.0,1.0,diagSigma,zscore,0.5395334414206445,0.7563220814073655
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=75__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,75,return,5.0,1.0,diagSigma,zscore,0.41972396965138614,0.8802957422246581
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=75__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,75,sharpe,20.0,1.0,identity,zscore,3.2468257473148334,1.216296083658521
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=75__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,75,utility,10.0,1.0,diagSigma,zscore,0.29813241539523005,0.9462970049489933
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=83__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,83,return,5.0,1.0,diagSigma,zscore,0.3293228230904788,1.112599789428953
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=83__loss=sharpe__gamma=20.0__kappa=1.0__omega=identity__mu=zscore,summer_child_no_dotcom_pre2007,83,sharpe,20.0,1.0,identity,zscore,2.9689061348255303,1.1405161402422375
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=83__loss=utility__gamma=10.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,83,utility,10.0,1.0,diagSigma,zscore,-0.026867771113757044,0.9819208314156784
summer_child_sweep,scenario=summer_child_no_dotcom_pre2007__topk=85__loss=return__gamma=5.0__kappa=1.0__omega=diagSigma__mu=zscore,summer_child_no_dotcom_pre2007,85,return,5.0,1.0,diagSigma,zscore,0.28231039457023144,0.5149002147339771
